time,flux
2.891512708336873402e+03,9.991737008094788708e-01
2.891514097246532856e+03,9.995340108871461071e-01
2.891515486155727558e+03,1.000149846076965110e+00
2.891516875064922260e+03,9.998479485511780895e-01
2.891518263974115143e+03,9.995207190513610840e-01
2.891519652883773688e+03,9.993591308593750000e-01
2.891521041792967935e+03,1.000024437904357910e+00
2.891522430702162183e+03,9.979644417762756348e-01
2.891523819611356430e+03,9.990332722663880505e-01
2.891525208520550223e+03,9.974716305732728161e-01
2.891526597430209677e+03,9.991445541381837048e-01
2.891527986339403924e+03,9.985800981521606445e-01
2.891529375248597262e+03,9.992153048515322045e-01
2.891530764157791964e+03,9.992994070053100586e-01
2.891532153066985757e+03,9.994999170303343616e-01
2.891533541976179094e+03,9.986754655838012695e-01
2.891534930885372432e+03,9.992322921752927467e-01
2.891536319795032341e+03,9.992906451225279651e-01
2.891537708704226588e+03,9.976913928985596813e-01
2.891539097613420836e+03,9.987688064575196423e-01
2.891540486522615083e+03,1.000145196914672852e+00
2.891541875431808421e+03,9.972544908523559570e-01
2.891543264341002214e+03,9.977200627326965332e-01
2.891544653250195552e+03,9.994568228721618652e-01
2.891546042159389344e+03,9.995161890983580433e-01
2.891547431068583592e+03,9.967873096466064453e-01
2.891548819977777384e+03,9.994097352027890846e-01
2.891550208886971177e+03,9.972282648086548962e-01
2.891551597796165424e+03,9.987694025039673962e-01
2.891552986705359672e+03,9.986980557441712536e-01
2.891554375614553919e+03,9.977908730506898083e-01
2.891555764523748167e+03,9.984710216522215687e-01
2.891557153432941504e+03,9.982138276100158691e-01
2.891558542342134842e+03,9.988660812377927467e-01
2.891559931251328635e+03,9.979385733604432263e-01
2.891561320160523337e+03,9.968944191932678223e-01
2.891562709069716675e+03,9.980044364929200329e-01
2.891564097978910922e+03,9.977512359619140625e-01
2.891565486888103806e+03,9.993768334388732910e-01
2.891566875797298508e+03,9.980860352516174316e-01
2.891568264706492755e+03,9.972962141036988415e-01
2.891569653615687002e+03,9.980654120445252575e-01
2.891571042524415589e+03,9.980539083480834961e-01
2.891572431433608472e+03,9.980180859565734863e-01
2.891573820342801355e+03,9.974860548973084606e-01
2.891575209251996057e+03,9.988062381744383655e-01
2.891576598161190759e+03,9.971889853477478027e-01
2.891577987070384097e+03,9.972511529922485352e-01
2.891579375979578344e+03,9.978893399238585316e-01
2.891580764888306021e+03,9.977578520774840198e-01
2.891582153797499814e+03,9.981227517127990723e-01
2.891583542706694516e+03,9.968456625938415527e-01
2.891584931615888308e+03,9.968450069427489124e-01
2.891586320525081192e+03,9.977610707283021130e-01
2.891587709433809778e+03,9.970565438270569958e-01
2.891589098343003116e+03,9.986153244972226783e-01
2.891590487252197818e+03,9.975928068161010742e-01
2.891591876161392520e+03,9.976681470870972790e-01
2.891593265070120196e+03,9.973001480102541283e-01
2.891594653979314444e+03,9.967919588088989258e-01
2.891596042888507782e+03,9.970826506614685059e-01
2.891597431797702029e+03,9.967207908630371094e-01
2.891598820706429706e+03,9.980298280715942383e-01
2.891600209615623953e+03,9.964433312416076660e-01
2.891601598524817291e+03,9.968547821044921875e-01
2.891602987433545422e+03,9.966911673545836292e-01
2.891604376342739215e+03,9.979149699211119495e-01
2.891605765251933917e+03,9.960252642631530762e-01
2.891607154160662958e+03,9.974771738052368164e-01
2.891608543069855841e+03,9.964476227760314941e-01
2.891609931979050543e+03,9.980221986770628773e-01
2.891611320887777765e+03,9.967236518859864391e-01
2.891612709796970194e+03,9.960772395133973278e-01
2.891614098706165350e+03,9.968230128288269043e-01
2.891615487614894391e+03,9.961082339286805309e-01
2.891616876524087729e+03,9.956561923027038574e-01
2.891618265432816315e+03,9.970784187316894531e-01
2.891619654342009653e+03,9.971355795860291638e-01
2.891621043250738239e+03,9.963541030883789062e-01
2.891622432159933396e+03,9.966632127761839710e-01
2.891623821069126734e+03,9.952340722084044300e-01
2.891625209977854411e+03,9.961134195327758789e-01
2.891626598887047749e+03,9.972152113914487526e-01
2.891627987795775425e+03,9.961799979209901013e-01
2.891629376704970127e+03,9.958577156066894531e-01
2.891630765613699168e+03,9.971167445182800293e-01
2.891632154522892506e+03,9.961147308349608265e-01
2.891633543431620637e+03,9.945586919784543678e-01
2.891634932340814430e+03,9.952350258827208362e-01
2.891636321249543016e+03,9.961622953414916992e-01
2.891637710158738173e+03,9.964033365249631569e-01
2.891639099067465395e+03,9.968810677528381348e-01
2.891640487976192617e+03,9.956163167953492321e-01
2.891641876885386864e+03,9.948996901512145996e-01
2.891643265794114541e+03,9.965119957923888050e-01
2.891644654703309243e+03,9.964029192924500622e-01
2.891646043612038284e+03,9.962240457534790039e-01
2.891647432521231622e+03,9.948315024375916638e-01
2.891648821429960208e+03,9.968125224113464355e-01
2.891650210338687884e+03,9.955862760543824352e-01
2.891651599247882132e+03,9.947143197059632458e-01
2.891652988156609808e+03,9.961690306663512073e-01
2.891654377065338394e+03,9.962716102600096546e-01
2.891655765974531732e+03,9.949512481689453125e-01
2.891657154883260318e+03,9.954162836074829102e-01
2.891658543791988905e+03,9.951595664024351917e-01
2.891659932701183152e+03,9.958741068840026855e-01
2.891661321609911738e+03,9.953751564025878906e-01
2.891662710518639415e+03,9.952926635742188610e-01
2.891664099427833662e+03,9.944027066230772816e-01
2.891665488336560884e+03,9.938496947288512073e-01
2.891666877245289015e+03,9.957281947135925293e-01
2.891668266154017601e+03,9.957215785980223499e-01
2.891669655063211849e+03,9.949894547462464489e-01
2.891671043971939525e+03,9.938222765922545276e-01
2.891672432880668111e+03,9.956284761428831898e-01
2.891673821789396698e+03,9.953220486640929066e-01
2.891675210698125284e+03,9.945599436759948730e-01
2.891676599607319531e+03,9.946425557136535645e-01
2.891677988516046753e+03,9.952110052108764648e-01
2.891679377424773975e+03,9.943813085556030273e-01
2.891680766333502561e+03,9.951900839805603027e-01
2.891682155242231147e+03,9.927513599395753063e-01
2.891683544151425394e+03,9.947792887687685326e-01
2.891684933060153980e+03,9.938562512397766113e-01
2.891686321968881657e+03,9.944971203804016113e-01
2.891687710877610243e+03,9.941379427909853295e-01
2.891689099786338829e+03,9.945973753929137073e-01
2.891690488695067415e+03,9.947981238365173340e-01
2.891691877603795092e+03,9.931848049163817249e-01
2.891693266512522769e+03,9.933735728263853870e-01
2.891694655421250445e+03,9.940341114997863770e-01
2.891696044330444693e+03,9.945172071456909180e-01
2.891697433239173279e+03,9.938910603523254395e-01
2.891698822147901410e+03,9.927002787590026855e-01
2.891700211056630451e+03,9.940555691719056286e-01
2.891701599965358128e+03,9.930901527404784046e-01
2.891702988874086714e+03,9.941966533660887562e-01
2.891704377782815300e+03,9.923605322837828480e-01
2.891705766691542976e+03,9.930450916290284313e-01
2.891707155600270198e+03,9.936912655830384411e-01
2.891708544508999239e+03,9.935557246208190918e-01
2.891709933417726916e+03,9.928998351097106934e-01
2.891711322326455502e+03,9.939052462577820934e-01
2.891712711235184088e+03,9.927111268043518066e-01
2.891714100143912674e+03,9.932121634483336292e-01
2.891715489052641260e+03,9.931098222732545056e-01
